,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
2256,  Renault Kadjar '18 Energy Life Pack Tce Euro6,16990,01/2018,67000,1200,130,Petrol,Manual,4x4/Jeep/Suv, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/331094338-renault-kadjar?lang=en,Renault,AGIOS STEFANOS,Kadjar
2257,  Porsche Boxster '21 718 S Approved Official Εγγυηση Bosganas ,20,06/2021,6000,2497,350,Petrol,Automatic,Convertible/Roadster, ATHINA 11636,https://www.car.gr/classifieds/cars/view/331005961-porsche-boxster?lang=en,Porsche,ATHINA,Boxster
2258,  Nissan Qashqai '16 New 360 Tekna Leather Navi Dci Euro6,18650,03/2016,115000,1500,110,Diesel,Manual,4x4/Jeep/Suv, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/331089233-nissan-qashqai?lang=en,Nissan,AGIOS STEFANOS,Qashqai
2259,  Hyundai i 10 '14 /Δωρεάν Εγγύηση και Service,9980,08/2014,60000,1200,87,Petrol,Manual,Compact/Hatchback, MOSXATO 18346,https://www.car.gr/classifieds/cars/view/330452906-hyundai-i-10?lang=en,Hyundai,MOSXATO,Unknown
2260,"  Mercedes-Benz A 150 '07 CLASSIC 3D, ΑΠΟ ΙΔΙΩΤΗ, ΕΛΛΗΝΙΚΟ, ΟΡΟΦΗ, ΑΡΙΣΤΟ!!!",7000,08/2007,220000,1498,95,Petrol,Manual,Compact/Hatchback, GLYFADA 16675,https://www.car.gr/classifieds/cars/view/327531845-mercedes-benz-a-150?lang=en,Mercedes-benz,GLYFADA,CLA
2261,  Peugeot 2008 '17 PURE TECH NAVI  AUTOMATIC!!ΓΡΑΜΜΑΤΙΑ!!,16900,08/2017,110000,1200,110,Petrol,Automatic,4x4/Jeep/Suv, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/317809237-peugeot-2008?lang=en,Peugeot,KALLITHEA,2008
2262,  Mercedes-Benz Vito '17 LONG EURO6!!3ΘΕΣΙΟ!ΓΡΑΜΜΑΤΙΑ!,17900,02/2017,173000,1600,95,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/322326057-mercedes-benz-vito?lang=en,Mercedes-benz,KALLITHEA,Vito
2263,  Renault Clio '16 New Energy Edc Dci Navi Euro6,14350,05/2016,64000,1500,90,Diesel,Automatic,Compact/Hatchback, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/331094009-renault-clio?lang=en,Renault,AGIOS STEFANOS,Clio
2264,  Bentley Continental '12 GT Mulliner Bi Turbo Bosganas,20,12/2012,87000,3993,507,Petrol,Automatic,Coupe-Sport, ATHINA 11636,https://www.car.gr/classifieds/cars/view/331267086-bentley-continental?lang=en,Bentley,ATHINA,Continental
2265,  Toyota Proace '17 L2H1!  EURO6!!ΓΡΑΜΜΑΤΙΑ!!,17500,10/2017,188000,1600,95,Diesel,Manual,Van/Mini Bus, KALLITHEA 17674,https://www.car.gr/classifieds/cars/view/321008395-toyota-proace?lang=en,Toyota,KALLITHEA,Proace
2266,  Ford Focus '18 New S/w Sport Pack Ecoboost Euro6,13220,01/2018,81000,1000,100,Petrol,Manual,Combi/Caravan, VOYLA 16673,https://www.car.gr/classifieds/cars/view/325816823-ford-focus?lang=en,Ford,VOYLA,Focus
2267,  Nissan Qashqai '12 Acenta S Pack Dci,12550,06/2012,128000,1500,110,Diesel,Manual,4x4/Jeep/Suv, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/331088810-nissan-qashqai?lang=en,Nissan,AGIOS STEFANOS,Qashqai
2268,"  Mercedes-Benz SL 43 AMG '22 21"" 360 Καμερες Bosganas ",Ask price,11/2022,100000,1996,381,Petrol,Automatic,Convertible/Roadster, ATHINA 11636,https://www.car.gr/classifieds/cars/view/327835423-mercedes-benz-sl-43-amg?lang=en,Mercedes-benz,ATHINA,SL
2269,  Peugeot 2008 '19 New Crossover Allure Business Pack Etg6 E-hdi Navi,17180,04/2019,146000,1500,120,Diesel,Automatic,4x4/Jeep/Suv, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/330806724-peugeot-2008?lang=en,Peugeot,AGIOS STEFANOS,2008
2270,  Peugeot 208 '18 New Business Pack E-hdi Euro6,12550,01/2018,65000,1600,75,Diesel,Manual,Compact/Hatchback, AGIOS STEFANOS 14565,https://www.car.gr/classifieds/cars/view/331092641-peugeot-208?lang=en,Peugeot,AGIOS STEFANOS,208
2271,  Mercedes-Benz SL 63 AMG '22 Ceramic brake head up Bosganas,20,08/2022,6000,3982,585,Petrol,Automatic,Convertible/Roadster, ATHINA 11636,https://www.car.gr/classifieds/cars/view/330818342-mercedes-benz-sl-63-amg?lang=en,Mercedes-benz,ATHINA,SL
2272,  Opel Insignia '09 Ελληνικό!!!1ο Χέρι!!!,8900,11/2009,119000,1796,140,Petrol,Manual,Limousine/Sedan, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/331303403-opel-insignia?lang=en,Opel,XALANDRI,Insignia
2273,  Mitsubishi Asx '17 4x4!!ΕΥΚΑΙΡΙΑ!!,20900,01/2017,86000,1600,116,Diesel,Manual,4x4/Jeep/Suv, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/327363451-mitsubishi-asx?lang=en,Mitsubishi,XALANDRI,ASX
2274,  Fiat Panda '14,8800,10/2014,76406,1240,95,Diesel,Manual,Compact/Hatchback, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/330423755-fiat-panda?lang=en,Fiat,VRILISSIA,Panda
2275,  Volkswagen T-Cross '20 automatic STYLE,22900,02/2020,42487,999000,115,Petrol,Automatic,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/329643396-volkswagen-t-cross?lang=en,Volkswagen,VRILISSIA,T-Cross
2276,  Alfa Romeo Giulietta '14 Άριστο!!! Euro6!!!Full extra!!,13900,10/2014,74000,1400,120,Petrol,Manual,Compact/Hatchback, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/331055188-alfa-romeo-giulietta?lang=en,Alfa romeo,XALANDRI,Unknown
2277,  Peugeot 2008 '19 BlueHDi 100 S&S Active 1.5,17900,03/2019,93618,1500,100,Diesel,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/330423613-peugeot-2008?lang=en,Peugeot,VRILISSIA,2008
2278,  Fiat 500X '15 JTDM Pop Star,17500,10/2015,107079,1600,120,Diesel,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/326767096-fiat-500x?lang=en,Fiat,VRILISSIA,500
2279,  Audi A1 '12  Sportback 1.2 TFSI Ambition,12500,11/2012,148586,1197,105,Petrol,Manual,Compact/Hatchback, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/329643878-audi-a1?lang=en,Audi,VRILISSIA,A1
2280,  Citroen C1 '16 1.0 VTi Mentos,9500,11/2016,102190,999000,70,Petrol,Manual,Combi/Caravan, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/326766878-citroen-c1?lang=en,Citroen,VRILISSIA,C1
2281,  Suzuki Vitara '15  1.6 DDiS V-Cool ,17000,12/2015,136097,1600,120,Diesel,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/325537406-suzuki-vitara?lang=en,Suzuki,VRILISSIA,Vitara
2282,  Nissan X-Trail '17 7θέσιο!! Άριστο!!,23900,09/2017,148000,1600,131,Diesel,Manual,4x4/Jeep/Suv, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/330058509-nissan-x-trail?lang=en,Nissan,XALANDRI,X-Trail
2283,  Ford Focus '15 TDCi Plus,11900,11/2015,94076,1500,120,Diesel,Manual,Compact/Hatchback, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/317492250-ford-focus?lang=en,Ford,VRILISSIA,Focus
2284,  Mercedes-Benz E 350 '14 BlueTEC 4MATIC,40000,06/2014,83562,3000,250,Diesel,Automatic,Limousine/Sedan, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/319951193-mercedes-benz-e-350?lang=en,Mercedes-benz,VRILISSIA,E 350
2285,  Peugeot 307 '04  Station Wagon,4500,04/2004,205450,1997,140,Petrol,Manual,Combi/Caravan, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/329643708-peugeot-307?lang=en,Peugeot,VRILISSIA,307
2286,  Land Rover Range Rover Sport '16,63000,03/2016,122500,3000,250,Diesel,Automatic,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/37120723-land-rover-range-rover-sport?lang=en,Land rover,VRILISSIA,Range Rover
2287,  Fiat 500X '18 CROSS,19500,01/2018,63360,1598,120,Diesel,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/330588306-fiat-500x?lang=en,Fiat,VRILISSIA,500
2288,  Seat Leon '15 Ελληνικο!!!4x4!!!Αυτόματο!!!,21900,10/2015,84000,1800,180,Petrol,Automatic,Combi/Caravan, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/329746519-seat-leon?lang=en,Seat,XALANDRI,Leon
2289,  Mini Countryman '11 DIESEL COUPER D,13500,09/2011,195650,1600,116,Diesel,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/328673374-mini-countryman?lang=en,Mini,VRILISSIA,Countryman
2290,  Nissan Micra '18 Energy  1.5,13000,04/2018,78094,1461,90,Diesel,Manual,Compact/Hatchback, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/330261762-nissan-micra?lang=en,Nissan,VRILISSIA,Micra
2291,  Fiat 500X '15 Turbo Lounge,16900,04/2015,96780,1400,140,Petrol,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/326847238-fiat-500x?lang=en,Fiat,VRILISSIA,500
2292,  Smart ForTwo '16 PASSION AYTOMATO 90 PS TURBO,14500,03/2016,74350,898000,90,Petrol,Automatic,Compact/Hatchback, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/327347335-smart-fortwo?lang=en,Smart,VRILISSIA,ForTwo
2293,  Citroen C3 Aircross '19 1.2 e-THP Feel,17500,10/2019,80355,1200,110,Petrol,Manual,4x4/Jeep/Suv, VRILISSIA 15235,https://www.car.gr/classifieds/cars/view/324736888-citroen-c3-aircross?lang=en,Citroen,VRILISSIA,C3 Aircross
2294,  Nissan X-Trail '17 7θέσιο!! Άριστο!! Τρίτεκνο!!,20900,09/2017,148000,1600,131,Diesel,Manual,4x4/Jeep/Suv, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/330058538-nissan-x-trail?lang=en,Nissan,XALANDRI,X-Trail
2295,  Hyundai i 30 '16 1600cc *110ps,11500,10/2016,158000,1590,110,Diesel,Manual,Limousine/Sedan, PREVEZA 48100,https://www.car.gr/classifieds/cars/view/327533735-hyundai-i-30?lang=en,Hyundai,PREVEZA,Unknown
2296,  Nissan Qashqai '17  1.6 dCi N-CONNECTA,20800,06/2017,90000,1598,130,Diesel,Manual,4x4/Jeep/Suv, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/329581800-nissan-qashqai?lang=en,Nissan,IWANNINA,Qashqai
2297,  Volkswagen Amarok '14 2.0 TDI 4x4,21000,10/2014,165000,2000,140,Diesel,Manual,Crew Cab/Pickup, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/321274938-volkswagen-amarok?lang=en,Volkswagen,IWANNINA,Amarok
2298,"  Opel Astra '17 10,990 ME ΑΠΟΣΥΡΣΗ Η ΜΕ 184e/ΜΗΝΑ-ΕΛΛΗΝΙΚΟ!",10990,05/2017,129899,1600,110,Diesel,Manual,Combi/Caravan, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/327847303-opel-astra?lang=en,Opel,AGIA PARASKEFI,Astra
2299,  Peugeot 207 '07 Ελληνικο Full 1.4 Edition 5πορτο +ΓΡΑΜΜΑΤΙΑ+ΔΟΣΕΙΣ,4900,08/2007,182500,1360,90,Petrol,Manual,Coupe-Sport, PEIRAIAS 18540,https://www.car.gr/classifieds/cars/view/323723969-peugeot-207?lang=en,Peugeot,PEIRAIAS,207
2300,  Renault Megane '17 GT 4CONTROL,23800,05/2017,140000,1600,165,Diesel,Automatic,Compact/Hatchback, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/329673872-renault-megane?lang=en,Renault,IWANNINA,Megane
2301,  Fiat Fiorino '23 1.3 Mjet 95hp SX E6D Final-ΕΤΟΙΜΟΠΑΡΑΔΟΤΟ,17890,03/2023,1000,1300,95,Diesel,Manual,Commercial Passenger, SERRES 62100,https://www.car.gr/classifieds/cars/view/328474837-fiat-fiorino?lang=en,Fiat,SERRES,Unknown
2302,  Renault Megane '17  ENERGY dCi 165 GT,23900,01/2017,123000,1600,165,Diesel,Automatic,Compact/Hatchback, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/329022900-renault-megane?lang=en,Renault,IWANNINA,Megane
2303,  Opel Adam '16 1000 cc *115 ps,10000,01/2016,112000,999000,115,Petrol,Manual,Coupe-Sport, PREVEZA 48100,https://www.car.gr/classifieds/cars/view/327679891-opel-adam?lang=en,Opel,PREVEZA,Adam
2304,  Renault Trafic '16  Grand dCi 125 HP,24000,06/2016,98000,1598,125,Diesel,Manual,Van/Mini Bus, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/330566654-renault-trafic?lang=en,Renault,IWANNINA,Unknown
2305,  Volkswagen Golf '89 MK1,5490,07/1989,158700,1600,90,Petrol,Manual,Convertible/Roadster, MELISSIA 15127,https://www.car.gr/classifieds/cars/view/320550405-volkswagen-golf?lang=en,Volkswagen,MELISSIA,Golf
2306,  Ford Mustang '17  Fastback 2.3 EcoBoost Automatic,39500,05/2017,70000,2261,317,Petrol,Automatic,Coupe-Sport, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/323374956-ford-mustang?lang=en,Ford,IWANNINA,Mustang
2307,  Peugeot 3008 '18 ALLURE GRIP BOOK SERVICE  EΛΛΗΝΙΚΟ ,23490,02/2018,49853,1199,130,Petrol,Manual,4x4/Jeep/Suv, MELISSIA 15127,https://www.car.gr/classifieds/cars/view/330837655-peugeot-3008?lang=en,Peugeot,MELISSIA,3008
2308,  Jeep Renegade '16 4Χ4 /  170 PS /TRAILHAWK /ΕΛΛΗΝΙΚΟ,25300,08/2016,120700,2000,170,Diesel,Automatic,4x4/Jeep/Suv, AXARNES 13674,https://www.car.gr/classifieds/cars/view/330291801-jeep-renegade?lang=en,Jeep,AXARNES,Renegade
2309,  Jeep Wrangler '13 SAHARA EDITION,44400,08/2013,103000,2800,200,Diesel,Automatic,4x4/Jeep/Suv, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/313195872-jeep-wrangler?lang=en,Jeep,IWANNINA,Wrangler
2310,  Land Rover Range Rover Evoque '18 DYNAMIC BLACK EDITION,44900,11/2018,85000,2000,150,Diesel,Automatic,4x4/Jeep/Suv, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/323242004-land-rover-range-rover-evoque?lang=en,Land rover,IWANNINA,Range Rover
2311,  Mitsubishi Space Star '17 NAVI*ΖΑΝΤΕΣ ΑΛ.* 82ps,9500,09/2017,50000,1190,82,Petrol,Manual,Compact/Hatchback, PREVEZA 48100,https://www.car.gr/classifieds/cars/view/326768055-mitsubishi-space-star?lang=en,Mitsubishi,PREVEZA,Space Star
2312,"  Opel Corsa '17 8,990",8990,02/2017,120000,1300,95,Diesel,Manual,Compact/Hatchback, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/331136725-opel-corsa?lang=en,Opel,AGIA PARASKEFI,Corsa
2313,  Jeep Wrangler '20 RUBICON ,66000,02/2020,44000,2140,200,Diesel,Automatic,4x4/Jeep/Suv, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/325963153-jeep-wrangler?lang=en,Jeep,IWANNINA,Wrangler
2314,  Renault Clio '17  1.5 dCi Energy Euro6/Νavi/EcoStartStop,11800,10/2017,112438,1461,90,Diesel,Manual,Compact/Hatchback, KARDITSA 43100,https://www.car.gr/classifieds/cars/view/330980746-renault-clio?lang=en,Renault,KARDITSA,Clio
2315,  Renault Megane '17 1.5 dCi 110ps Energy Play Eco2 Euro6,15400,01/2017,97980,1461,110,Diesel,Manual,Compact/Hatchback, ATHINA 11476,https://www.car.gr/classifieds/cars/view/330924331-renault-megane?lang=en,Renault,ATHINA,Megane
2316,  Toyota C-HR '17 Toyota C-HR '17 1.2 T STYLE NAVI/LED/AUTO!!!,21900,05/2017,91210,1197,116,Petrol,Manual,4x4/Jeep/Suv, ATHINA 11476,https://www.car.gr/classifieds/cars/view/324192603-toyota-c-hr?lang=en,Toyota,ATHINA,C-HR
2317,  Volkswagen Polo '17 DTi  BLUEMOTION,13000,03/2017,75000,1400,115,Diesel,Manual,Compact/Hatchback, KALAMARIA 55132,https://www.car.gr/classifieds/cars/view/329744401-volkswagen-polo?lang=en,Volkswagen,KALAMARIA,Polo
2318,  Renault Clio '16  1.5 DCI DYNAMIC-KEYLESS-KLIMA-EYRO6!! ,11200,04/2016,143707,1461,90,Diesel,Manual,Compact/Hatchback, KARDITSA 43100,https://www.car.gr/classifieds/cars/view/328018295-renault-clio?lang=en,Renault,KARDITSA,Clio
2319,  Nissan Qashqai '14  1.5 dCi N-CONNECTA-PANORAMA-NAVI!!!,16900,09/2014,121015,1461,110,Diesel,Manual,4x4/Jeep/Suv, KARDITSA 43100,https://www.car.gr/classifieds/cars/view/329626287-nissan-qashqai?lang=en,Nissan,KARDITSA,Qashqai
2320,  Renault Clio '16 ENERGY DCi 90 INTENS/NAVI/LED/KLIMA/KEYLESS/EYRO6,12500,10/2016,80384,1461,90,Diesel,Manual,Compact/Hatchback, ATHINA 11476,https://www.car.gr/classifieds/cars/view/330617458-renault-clio?lang=en,Renault,ATHINA,Clio
2321,  Dacia Duster '14 1.5,14600,04/2014,121380,1461,110,Diesel,Manual,4x4/Jeep/Suv, KARDITSA 43100,https://www.car.gr/classifieds/cars/view/322322929-dacia-duster?lang=en,Dacia,KARDITSA,Unknown
2322,  Kia Ceed '15 pro_cee´d 1.6 CRDi 136 ISG GT Line,15500,12/2015,133000,1582,136,Diesel,Manual,Compact/Hatchback, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/327370340-kia-ceed?lang=en,Kia,LAGKADAS,Ceed
2323,  Toyota Yaris '22  ACTIVE PLUS,18300,01/2022,10500,1490,125,Petrol,Manual,Compact/Hatchback, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/330984462-toyota-yaris?lang=en,Toyota,LAGKADAS,Yaris
2324,  Mercedes-Benz A 200 '19  ***AMG-LINE ORIGINAL***,33900,01/2019,77000,1332,163,Petrol,Manual,Compact/Hatchback, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/330954794-mercedes-benz-a-200?lang=en,Mercedes-benz,LAGKADAS,A 200
2325,  Mercedes-Benz GLA 180 '16 ΕΛΛΗΝΙΚΟ FACELIFT URBAN,25500,01/2016,107000,1461,109,Diesel,Automatic,4x4/Jeep/Suv, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/330392221-mercedes-benz-gla-180?lang=en,Mercedes-benz,LAGKADAS,GLA
2326,  Nissan Qashqai '18 FACELIFT N-CONECTA NAVI CAMERA,22490,05/2018,91500,1461,110,Diesel,Manual,4x4/Jeep/Suv, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/330136923-nissan-qashqai?lang=en,Nissan,LAGKADAS,Qashqai
2327,  Volkswagen Golf '06 1.4 FSI,3990,02/2006,190000,1400,90,Petrol,Manual,Limousine/Sedan, LARISA 41336,https://www.car.gr/classifieds/cars/view/331322459-volkswagen-golf?lang=en,Volkswagen,LARISA,Golf
2328,  Ford Focus '15 TITANIUM/NAVI/CLIMA/120HP/EURO6,13480,08/2015,117000,1500,120,Diesel,Manual,Compact/Hatchback, PATRA 26441,https://www.car.gr/classifieds/cars/view/331307387-ford-focus?lang=en,Ford,PATRA,Focus
2329,  Kia Soul '13 DIESEL 1.6 CLIMA ZANTES 18   ΔΩΡΟ ΤΕΛΗ 2023,8490,03/2013,168000,1600,136,Diesel,Manual,4x4/Jeep/Suv, ARTEMIS 19016,https://www.car.gr/classifieds/cars/view/326186657-kia-soul?lang=en,Kia,ARTEMIS,Soul
2330,  Fiat Tipo '17 EURO6 - AUTO ΚΟΣΚΕΡΙΔΗ - ΚΛΕΙΣΜΕΝΟ,11000,01/2017,109000,1300,95,Diesel,Manual,Compact/Hatchback, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330303976-fiat-tipo?lang=en,Fiat,DRAMA,Tipo
2331,  Seat Leon '08 Force up,9600,06/2008,149000,1800,220,Petrol,Manual,Coupe-Sport, PERIOXI AERODROMIOY 57019,https://www.car.gr/classifieds/cars/view/329607020-seat-leon?lang=en,Seat,PERIOXI AERODROMIOY,Leon
2332,  Ford Fiesta '14 1.6 TDCi St line look,11000,07/2014,128000,1600,120,Diesel,Manual,Compact/Hatchback, AGIOI ANARGYROI 13562,https://www.car.gr/classifieds/cars/view/330455922-ford-fiesta?lang=en,Ford,AGIOI ANARGYROI,Fiesta
2333,  Volkswagen Polo '08 UNITED 1.4CC 80HP,5700,06/2008,98000,1400,80,Petrol,Manual,Compact/Hatchback, PAROS 84400,https://www.car.gr/classifieds/cars/view/30239213-volkswagen-polo?lang=en,Volkswagen,PAROS,Polo
2334,  Citroen C4 Cactus '16,13500,03/2016,95000,1560,100,Diesel,Automatic,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/325805064-citroen-c4-cactus?lang=en,Citroen,ILION,C4 Cactus
2335,  Renault Clio '18,11500,11/2018,98000,1500,90,Diesel,Manual,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/331012112-renault-clio?lang=en,Renault,ILION,Clio
2336,  Hyundai Accent '08 Automatic,5900,07/2008,105000,1400,90,Petrol,Automatic,Limousine/Sedan, PAROS 84400,https://www.car.gr/classifieds/cars/view/326935192-hyundai-accent?lang=en,Hyundai,PAROS,Accent
2337,  Hyundai i 30 '15,10000,01/2015,190000,1600,110,Diesel,Manual,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/331011981-hyundai-i-30?lang=en,Hyundai,ILION,Unknown
2338,  Toyota Auris '14,10000,12/2014,150000,1400,90,Diesel,Manual,Limousine/Sedan, ILION 13122,https://www.car.gr/classifieds/cars/view/331011921-toyota-auris?lang=en,Toyota,ILION,Auris
2339,  Skoda Fabia '13,6900,01/2013,143000,1200,8,Diesel,Manual,Compact/Hatchback, PAROS 84400,https://www.car.gr/classifieds/cars/view/326935282-skoda-fabia?lang=en,Skoda,PAROS,Fabia
2340,  Nissan Qashqai+2 '11 ΕΛΛΗΝ.ΑΝΤΙΠΡ.,10999,12/2011,205000,1600,115,Petrol,Manual,4x4/Jeep/Suv, ILION 13122,https://www.car.gr/classifieds/cars/view/326998664-nissan-qashqai2?lang=en,Nissan,ILION,Qashqai
2341,  Peugeot 208 '19,11980,12/2019,83000,1500,102,Diesel,Manual,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/331012164-peugeot-208?lang=en,Peugeot,ILION,208
2342,  Ford Fiesta '16 ST LINE,13100,01/2016,92000,1000,140,Petrol,Automatic,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/330297474-ford-fiesta?lang=en,Ford,ILION,Fiesta
2343,  Opel Corsa '07,4400,05/2007,170000,1400,90,Petrol,Manual,Coupe-Sport, ILION 13122,https://www.car.gr/classifieds/cars/view/330062302-opel-corsa?lang=en,Opel,ILION,Corsa
2344,  Citroen C1 '16,7999,02/2016,71000,998000,69,Petrol,Manual,Compact/Hatchback, ILION 13122,https://www.car.gr/classifieds/cars/view/329773575-citroen-c1?lang=en,Citroen,ILION,C1
2345,  Opel Zafira '09,5999,01/2009,138000,1796,140,Petrol,Manual,Combi/Caravan, ILION 13122,https://www.car.gr/classifieds/cars/view/330062159-opel-zafira?lang=en,Opel,ILION,Zafira
2346,  Citroen C4 Cactus '19 ΕΛΛΗΝ.ΑΝΤΙΠΡ.,17000,09/2019,13600,1499,102,Diesel,Manual,4x4/Jeep/Suv, ILION 13122,https://www.car.gr/classifieds/cars/view/327662983-citroen-c4-cactus?lang=en,Citroen,ILION,C4 Cactus
2347,  Renault Grand Scenic '16,15000,07/2016,145000,1500,120,Diesel,Manual,Van/Mini Bus, MALIA 70007,https://www.car.gr/classifieds/cars/view/328826900-renault-grand-scenic?lang=en,Renault,MALIA,Scenic
2348,  Jeep Wrangler '00,16000,04/2000,1000,2484,120,Petrol,Manual,4x4/Jeep/Suv, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/329641720-jeep-wrangler?lang=en,Jeep,AMALIADA,Wrangler
2349,  Opel Astra '06,7000,06/2006,70000,1600,120,Petrol,Manual,Convertible/Roadster, MALIA 70007,https://www.car.gr/classifieds/cars/view/328152501-opel-astra?lang=en,Opel,MALIA,Astra
2350,  Opel Astra '10,7500,01/2010,150000,1598,120,Petrol,Manual,Convertible/Roadster, MALIA 70007,https://www.car.gr/classifieds/cars/view/328153805-opel-astra?lang=en,Opel,MALIA,Astra
2351,  Mercedes-Benz CLK 200 '06,9900,01/2006,117000,1800,163,Petrol,Manual,Coupe-Sport, LYKOVRYSI 14123,https://www.car.gr/classifieds/cars/view/323752097-mercedes-benz-clk-200?lang=en,Mercedes-benz,LYKOVRYSI,CLK
2352,  Morgan Aero 8 '04 αριστη κατασταση,99000,01/2004,37000,4400,300,Petrol,Manual,Coupe-Sport, LYKOVRYSI 14123,https://www.car.gr/classifieds/cars/view/316480292-morgan-aero-8?lang=en,Morgan,LYKOVRYSI,Unknown
2353,  Toyota Corolla '99 ◆◆◆ TURBO 330ps ◆◆◆,5500,04/1999,211000,1300,330,Petrol,Manual,Compact/Hatchback, KALLITHEA 17672,https://www.car.gr/classifieds/cars/view/330960713-toyota-corolla?lang=en,Toyota,KALLITHEA,Corolla
2354,  Bmw X5 '05 face lift πληρωμενα τελη 2023,8200,06/2005,217800,3000,231,Petrol,Automatic,4x4/Jeep/Suv, LYKOVRYSI 14123,https://www.car.gr/classifieds/cars/view/329717063-bmw-x5?lang=en,Bmw,LYKOVRYSI,X5
2355,  Citroen C1 '17 ◆◆◆ (ΦΠΑ ΕΚΠΙΠΤΩΜΕΝΟΣ) ◆◆◆,9000,01/2017,99000,1000,69,Petrol,Manual,Compact/Hatchback, KALLITHEA 17672,https://www.car.gr/classifieds/cars/view/330849595-citroen-c1?lang=en,Citroen,KALLITHEA,C1
2356,  Audi A3 '05,5900,01/2005,197300,1600,105,Petrol,Manual,Coupe-Sport, LYKOVRYSI 14123,https://www.car.gr/classifieds/cars/view/330978924-audi-a3?lang=en,Audi,LYKOVRYSI,A3
