,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model,zip_codes
5156,  Mercedes-Benz GLE 350 '22 GLE 350 de 4MATIC 9G-TRONIC,117000,07/2003,38000,2000,330,Diesel,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/331130321-mercedes-benz-gle-350?lang=en,Mercedes-benz,Unknown,GLE,Unknown
5157,  Volkswagen Passat '03 CLIMA,2500,01/1995,200000,1600,122,Petrol,Manual,Crew Cab/Pickup,,https://www.car.gr/classifieds/cars/view/329749583-volkswagen-passat?lang=en,Volkswagen,Unknown,Passat,Unknown
5158,  Mitsubishi Canter '95,6000,08/2014,11111,3000,150,Diesel,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331494098-mitsubishi-canter?lang=en,Mitsubishi,Unknown,Unknown,Unknown
5159,  Mercedes-Benz CLA 45 AMG '14 Edition 1,42500,08/2014,115000,2000,410,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/20560752-mercedes-benz-cla-45-amg?lang=en,Mercedes-benz,Unknown,CLA,Unknown
5160,  Fiat 500 '14 Lounge Auto F1 Sunroof Euro6,11490,08/2019,97850,900000,85,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330873862-fiat-500?lang=en,Fiat,Unknown,500,Unknown
5161,  Hyundai Kona '19 Premium 136hp 7-DCT  1.6 ΕΛΛΗΝΙΚΟ,23990,07/2003,47890,1600,136,Diesel,Automatic,Other,,https://www.car.gr/classifieds/cars/view/328962045-hyundai-kona?lang=en,Hyundai,Unknown,Kona,Unknown
5162,  Seat Ibiza '03,850,12/2013,203000,1400,10,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330959326-seat-ibiza?lang=en,Seat,Unknown,Ibiza,Unknown
5163,  Jeep Grand Cherokee '13 FACELIFT DIESEL 3.0 250HP,35490,08/2018,129750,3000,250,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330839509-jeep-grand-cherokee?lang=en,Jeep,Unknown,Cherokee,Unknown
5164,  Renault Captur '18  EDC NAVI FACELIFT EURO_6 BOOK SERVICE/ΕΛΛΗΝΙΚΟ,17990,09/1985,49850,1500,90,Diesel,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/325812604-renault-captur?lang=en,Renault,Unknown,Captur,Unknown
5165,  Audi 80 '85 AUDI 80,3000,07/2018,63000,1300,70,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/324046512-audi-80?lang=en,Audi,Unknown,80,Unknown
5166,  Skoda Karoq '18 1.0TSI Ambition 116hp DSG7 EURO_6  ΕΛΛΗΝΙΚΟ,20890,01/2016,69850,1000,116,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/328839063-skoda-karoq?lang=en,DS,Unknown,Unknown,Unknown
5167,  Toyota Auris '16 //EURO_6/GR_BOOK SERVICE ΕΛΛΗΝΙΚΟ,12490,02/2007,114850,1400,90,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/327310278-toyota-auris?lang=en,Toyota,Unknown,Auris,Unknown
5168,  Land Rover Range Rover Sport '07 SUPERCHARGED ΔΩΡΟ ΤΕΛΗ ΚΥΚΛΟΦΟΡΙΑΣ 2023,17490,03/2012,188000,4200,420,Petrol,Automatic,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/330114843-land-rover-range-rover-sport?lang=en,Land rover,Unknown,Range Rover,Unknown
5169,  Opel Meriva '12  1.3 CDTI COSMO NAVI ΔΕΡΜΑ,7990,08/2017,178550,1250,95,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/315438608-opel-meriva?lang=en,Opel,Unknown,Meriva,Unknown
5170,  Renault Clio '17 ΑΥΤΟΜΑΤΟ_EURO 6_ΟΘΟΝΗ_90HP ΕΛΛΗΝΙΚΟ,12790,07/1961,133800,1461,90,Diesel,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/327476074-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5171,  Jaguar MK II '61 ΔΩΡΟ ΤΕΛΗ 2022 ΚΑΝΟΝΙΚΕΣ ΠΙΝΑΚΙΔΕΣ ΚΥΚΛΟΦΟΡΙΑΣ,23490,09/2007,95000,3000,136,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/321038293-jaguar-mk-ii?lang=en,Jaguar,Unknown,Unknown,Unknown
5172,  Land Rover Range Rover Sport '07 TDV6 2.7 SE DIESEL ΕΛΛΗΝΙΚΟ,17950,04/2008,255000,2700,190,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/7222605-land-rover-range-rover-sport?lang=en,Land rover,Unknown,Range Rover,Unknown
5173,  Jeep Cherokee '08 CRD 2.8 ΤΕΛΗ ΚΥΚΛΟΦΟΡΙΑΣ 2023,9890,03/2014,189850,2800,177,Diesel,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/321860095-jeep-cherokee?lang=en,Jeep,Unknown,Cherokee,Unknown
5174,  Renault Megane '14  Grandtour dCi 110 GT line,8990,09/2006,188000,1500,110,Diesel,Automatic,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/315438077-renault-megane?lang=en,Renault,Unknown,Megane,Unknown
5175,  Mercedes-Benz '06 MAYRO /MPEZ / CARLSSON-ZANTES ..!!!,11480,05/2003,189000,1800,186,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330079952-mercedes-benz?lang=en,Mercedes-benz,Unknown,Unknown,Unknown
5176,  Alfa Romeo Alfa 147 '03  1.6 16V T.Spark Eco Impression,2390,12/2014,205000,1600,105,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/327593937-alfa-romeo-alfa-147?lang=en,Alfa romeo,Unknown,Unknown,Unknown
5177,"  Volvo XC 60 '14  2,0 DIESEL AUTOMATIC BOOK SERVICE/ΕΛΛΗΝΙΚΟ",20990,09/2017,178560,2000,181,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/324743678-volvo-xc-60?lang=en,Volvo,Unknown,Unknown,Unknown
5178,  Citroen C3 '17 1.6 NEW BLUEHDI-EURO6 ΕΛΛΗΝΙΚΟ,10790,06/2012,90850,1600,75,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/23251537-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5179,  Mini Countryman '12 ONE,11000,09/2016,105000,1600,100,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331718364-mini-countryman?lang=en,Mini,Unknown,Countryman,Unknown
5180,  Mercedes-Benz GLA 200 '16  GLA 200  7G-DCT EURO_6 ΕΛΛΗΝΙΚΟ,24990,08/2017,148000,2143,136,Diesel,Automatic,Commercial Passenger,,https://www.car.gr/classifieds/cars/view/318030250-mercedes-benz-gla-200?lang=en,Mercedes-benz,Unknown,GLA,Unknown
5181,  Volkswagen Polo '17  1.4 TDI BMT VAN EURO_6 ΕΛΛΗΝΙΚΟ,9390,08/2017,88740,1422,75,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326785189-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5182,  Renault Clio '17 ΑΥΤΟΜΑΤΟ EURO_6 ΟΘΟΝΗ 90HP ΕΛΛΗΝΙΚΟ,13290,05/2007,129500,1461,90,Diesel,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/34043475-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5183,  Skoda Octavia '07 GT,6700,04/2011,200850,1800,220,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329718857-skoda-octavia?lang=en,Skoda,Unknown,Octavia,Unknown
5184,  Toyota iQ '11,9000,07/2006,150000,999000,72,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/321767197-toyota-iq?lang=en,Toyota,Unknown,iQ,Unknown
5185,  Mercedes-Benz CLK 200 '06  Coupé Avantgarde Automatic,9000,10/2016,155000,1796,10,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331590447-mercedes-benz-clk-200?lang=en,Mercedes-benz,Unknown,CLK,Unknown
5186,  Ford C-Max '16  1.6 Titanium 120IP.KLIMA NAVI FULL EXTRA,13500,01/2007,147000,1500,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331718647-ford-c-max?lang=en,Ford,Unknown,C-Max,Unknown
5187,  Bmw X3 '07,9500,02/2019,232000,2000,150,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/327791248-bmw-x3?lang=en,Bmw,Unknown,X3,Unknown
5188,  Honda Civic '19 Comfort 1o Χέρι Book Service,18300,07/2021,109836,999000,126,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330882198-honda-civic?lang=en,Honda,Unknown,Civic,Unknown
5189,  Citroen C3 '21 PureTech 110 hp Stop&Start SHINE,16300,01/2018,19406,1199,110,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/328358635-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5190,  Peugeot 3008 '18 ΕΛΛΗΝΙΚΟ ALLURE GRIP FULL EXTRA!!!,26990,11/2017,65000,1200,130,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331408758-peugeot-3008?lang=en,Peugeot,Unknown,3008,Unknown
5191,  Bmw X1 '17 ΕΛΛΗΝΙΚΟ ΧLINE LED AΨΟΓΟ!!!,27500,11/2018,68000,1500,140,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330239317-bmw-x1?lang=en,Bmw,Unknown,X1,Unknown
5192,  Peugeot 3008 '18 ΕΛΛΗΝΙΚO ΑΥΤΟΜΑΤΟ ALLURE GRIP 130HP,27990,11/2017,66000,1500,130,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330451218-peugeot-3008?lang=en,Peugeot,Unknown,3008,Unknown
5193,  Mercedes-Benz GLA 180 '17 ΕΛΛΗΝΙΚΟ URBAN 48ΧΛΜ ΑΨΟΓΟ!!!!,27990,08/2017,48000,1461,109,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/329746297-mercedes-benz-gla-180?lang=en,Mercedes-benz,Unknown,GLA,Unknown
5194,  Mercedes-Benz GLA 200 '17  ΕΛΛΗΝΙΚΟ AMG-LINE ΑΨΟΓΟ!!,28500,02/2019,89000,1600,156,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329702334-mercedes-benz-gla-200?lang=en,Mercedes-benz,Unknown,GLA,Unknown
5195,  Mercedes-Benz A 180 '19 ΕΛΛΗΝΙΚΟ ΙΔΙΩΤΗ 1ο ΧΕΡΙ NAVIGATION AΨΟΓΟ!!!,29200,05/2018,70000,1500,116,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330352478-mercedes-benz-a-180?lang=en,Mercedes-benz,Unknown,A 180,Unknown
5196,  Volkswagen Tiguan '18 ΕΛΛΗΝΙΚΟ RLINE 4X4 AUTO FULL EXTRA,29800,11/2011,57000,1400,150,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326766083-volkswagen-tiguan?lang=en,Volkswagen,Unknown,Tiguan,Unknown
5197,  Audi A1 '11,11900,04/2013,162295,1598,90,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331718621-audi-a1?lang=en,Audi,Unknown,A1,Unknown
5198,  Renault Captur '13 !!!FULL EXTRA!!!,13990,10/2006,100000,1500,90,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331266687-renault-captur?lang=en,Renault,Unknown,Captur,Unknown
5199,  Honda Civic '06  1.8 Sport,5950,07/2017,220000,1799,140,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/316087448-honda-civic?lang=en,Honda,Unknown,Civic,Unknown
5200,  Volvo XC 60 '17 ΕΛΛΗΝΙΚΟ INSCRIPTION ΠΑΝΟΡΑΜΑ FULL EXTRA,43500,06/2007,79000,2000,190,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330836219-volvo-xc-60?lang=en,Volvo,Unknown,Unknown,Unknown
5201,  Volkswagen Golf '07 tsi,3200,07/2018,210000,1390,10,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330251952-volkswagen-golf?lang=en,Volkswagen,Unknown,Golf,Unknown
5202,  Volvo XC 60 '18 ΕΛΛΗΝΙΚΟ INSCRIPTION FULL EXTRA,44500,03/2018,73000,2000,190,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331254416-volvo-xc-60?lang=en,Volvo,Unknown,Unknown,Unknown
5203,  Volvo XC 60 '18 ΕΛΛΗΝΙΚΟ D5 INSCRIPTION LED FULL EXTRA!!!,45300,06/2018,98000,1998,235,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330413783-volvo-xc-60?lang=en,Volvo,Unknown,Unknown,Unknown
5204,"  Citroen C3 Aircross '18 1,2 Αυτόματο ~ Euro 6 ~ + ΦΠΑ",11990,09/2019,167700,1200,110,Petrol,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/329677630-citroen-c3-aircross?lang=en,Citroen,Unknown,C3 Aircross,Unknown
5205,  Mercedes-Benz E 220 '19 Avantgarde 9G-TRONIC ΜΕ ΦΠΑ,57000,11/2010,72000,2000,194,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330670454-mercedes-benz-e-220?lang=en,Mercedes-benz,Unknown,E 220,Unknown
5206,  Volkswagen Polo '10 ΔΕΧΟΜΑΣΤΕ ΑΝΤΑΛΛΑΓΗ,8500,11/2008,63000,1200,95,Diesel,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/330001977-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5207,  Mazda 6 '08 1ο χέρι ελληνικό ,6350,01/2010,162000,1798,120,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/326891640-mazda-6?lang=en,Mazda,Unknown,6,Unknown
5208,  Toyota Auris '10,7800,12/2005,161500,1330,101,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329687268-toyota-auris?lang=en,Toyota,Unknown,Auris,Unknown
5209,  Volkswagen Polo '05  1.4 Sportline,3999,12/2009,143000,1390,101,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331685971-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5210,  Seat Leon '09,7000,08/1992,225000,1400,125,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/24809646-seat-leon?lang=en,Seat,Unknown,Leon,Unknown
5211,  Mercedes-Benz E 200 '92 SPORTLINE,5500,07/2017,185600,1997,118,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330423996-mercedes-benz-e-200?lang=en,Mercedes-benz,Unknown,E 200,Unknown
5212,  Nissan Qashqai '17 EURO 6 ΜΕ ΑΠΟΣΥΡΣΗ - €1.500,15900,05/2014,184000,1200,115,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331718692-nissan-qashqai?lang=en,Nissan,Unknown,Qashqai,Unknown
5213,  Hyundai i 30 '14,9500,01/2017,140000,1400,90,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/330133455-hyundai-i-30?lang=en,Hyundai,Unknown,Unknown,Unknown
5214,  Smart ForTwo '17 CABRIO PASSION/ΖΑΝΤΕΣ/ΟΘΟΝΗ/ΘΕΡΜΑΙΝΟΜΕΝΑ/ΕU6,14490,06/2018,50000,999000,71,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329785292-smart-fortwo?lang=en,Smart,Unknown,ForTwo,Unknown
5215,  Citroen C3 '18 Navi Start&Stop Cruise Control,12600,06/2017,71000,1600,75,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330165714-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5216,  Nissan Micra '17 ME TO ΚΛΕΙΔΙ ΣΤΟ ΧΕΡΙ!!!!!!,10699,01/2019,61904,1200,80,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327093986-nissan-micra?lang=en,Nissan,Unknown,Micra,Unknown
5217,  Suzuki Celerio '19 ΜΕ ΤΟ ΚΛΕΙΔΙ ΣΤΟ ΧΕΡΙ!!!!!!!,9999,10/2017,31200,1000,68,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/325777232-suzuki-celerio?lang=en,Suzuki,Unknown,Celerio,Unknown
5218,  Peugeot 208 '17 ΜΕ ΤΟ ΚΛΕΙΔΙ ΣΤΟ ΧΕΡΙ!!!!!!!,10999,03/2016,57639,1199,85,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/325765589-peugeot-208?lang=en,Peugeot,Unknown,208,Unknown
5219,  Ford Fiesta '16 ΜΕ ΤΟ ΚΛΕΙΔΙ ΣΤΟ ΧΕΡΙ!!!!!!!,10500,06/2015,82136,1000,100,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/322836870-ford-fiesta?lang=en,Ford,Unknown,Fiesta,Unknown
5220,  Fiat 500L '15 F1 PANORAMA FULL EXTRA!!!!!,14699,09/2014,113593,1300,95,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/321740842-fiat-500l?lang=en,Fiat,Unknown,500,Unknown
5221,  Renault Captur '14 ΜΕ ΤΟ ΚΛΕΙΔΙ ΣΤΟ ΧΕΡΙ!!!!!!!,12200,02/2014,125784,900000,92,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/318548769-renault-captur?lang=en,Renault,Unknown,Captur,Unknown
5222,  Volkswagen Golf '14 ΧΕΝΟΝ PARKTRONIC ΘΕΡΜ.ΚΑΘΙΣΜΑΤΑ,13699,05/2019,129000,1400,122,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326850900-volkswagen-golf?lang=en,Volkswagen,Unknown,Golf,Unknown
5223,  Suzuki Baleno '19,10990,06/1995,163000,1242,90,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/331701186-suzuki-baleno?lang=en,Suzuki,Unknown,Baleno,Unknown
5224,  Hyundai Lantra '95 !! ΕΥΚΑΙΡΙΑ !! ΕΥΚΑΙΡΙΑ !!,910,02/2010,245500,1600,114,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/331408913-hyundai-lantra?lang=en,Hyundai,Unknown,Unknown,Unknown
5225,  Citroen C4 Picasso '10 VTi 120 Trend Plus,5000,01/2007,217000,1600,120,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/329907693-citroen-c4-picasso?lang=en,Citroen,Unknown,C4 Picasso,Unknown
5226,  Land Rover Range Rover Sport '07,23000,01/2013,180000,2700,200,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326875866-land-rover-range-rover-sport?lang=en,Land rover,Unknown,Range Rover,Unknown
5227,  Ford Fiesta '13  1.25 Trend ΕΛΛΗΝΙΚΗΣ ΑΝΤΙΠΡΟΣΩΠΕΙΑΣ,7850,04/2008,74400,1242,82,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329010453-ford-fiesta?lang=en,Ford,Unknown,Fiesta,Unknown
5228,  Peugeot 207 '08 RC,7500,01/1992,179000,1600,178,Petrol,Manual,Race Car,,https://www.car.gr/classifieds/cars/view/325406234-peugeot-207?lang=en,Peugeot,Unknown,207,Unknown
5229,  Citroen AX '92,Ask price,01/2019,55000,1600,125,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/5038473-citroen-ax?lang=en,Citroen,Unknown,Unknown,Unknown
5230,  Peugeot 208 '19,13000,04/1995,79500,1560,75,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/322424003-peugeot-208?lang=en,Peugeot,Unknown,208,Unknown
5231,  Suzuki Cappuccino '95 cappuccino,18000,06/2009,60900,670000,5,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/36456488-suzuki-cappuccino?lang=en,Suzuki,Unknown,Cappuccino,Unknown
5232,  Volkswagen Tiguan '09 TIGUAN 1.4 TSI SPORT 4MOTION ,12850,06/2008,191000,1400,150,Petrol,Manual,Van/Mini Bus,,https://www.car.gr/classifieds/cars/view/29762294-volkswagen-tiguan?lang=en,Volkswagen,Unknown,Tiguan,Unknown
5233,  Fiat Fiorino '08 Multijet,4000,01/2015,910222,1248,75,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/331717723-fiat-fiorino?lang=en,Fiat,Unknown,Unknown,Unknown
5234,  Ford Mustang '15,100,01/2012,43180,2261,317,Petrol,Automatic,Van/Mini Bus,,https://www.car.gr/classifieds/cars/view/331718829-ford-mustang?lang=en,Ford,Unknown,Mustang,Unknown
5235,  Mercedes-Benz Viano '12 DIESEL 3.0 CDI (TREND),24000,01/2009,160000,3000,201,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330641031-mercedes-benz-viano?lang=en,Mercedes-benz,Unknown,Unknown,Unknown
5236,  Jeep Compass '09,5000,12/2004,168000,2400,180,Petrol,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/331718825-jeep-compass?lang=en,Jeep,Unknown,Compass,Unknown
5237,  Mercedes-Benz E 200 '04,11800,01/1998,118000,1800,163,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/322467843-mercedes-benz-e-200?lang=en,Mercedes-benz,Unknown,E 200,Unknown
5238,  Alfa Romeo Alfa 146 '98 Twin spark 16 valve,500,08/2016,210000,1400,90,Petrol,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/331718822-alfa-romeo-alfa-146?lang=en,Alfa romeo,Unknown,Unknown,Unknown
5239,  Ford Mustang '16,34990,01/2017,130000,2261,317,Petrol,Automatic,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331718821-ford-mustang?lang=en,Ford,Unknown,Mustang,Unknown
5240,  Opel Astra '17 GTC  TURBO. Euro 6,15800,05/2014,52000,1600,198,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/28621636-opel-astra?lang=en,Opel,Unknown,Astra,Unknown
5241,  Fiat Panda '14,8600,01/2017,93000,900000,85,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/331371526-fiat-panda?lang=en,Fiat,Unknown,Panda,Unknown
5242,  Opel Meriva '17  1.4 ecoFlex Start&Stop Color ,10800,01/2018,101000,1400,90,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327681466-opel-meriva?lang=en,Opel,Unknown,Meriva,Unknown
5243,  Toyota Yaris '18 ACTIVE 1.0lt 70hp 5D **ΔΩΡΑ**,12800,06/2014,18146,998000,70,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/331701510-toyota-yaris?lang=en,Toyota,Unknown,Yaris,Unknown
5244,  Nissan Navara '14 D40 V6,23500,10/2016,147000,3000,230,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/14404396-nissan-navara?lang=en,Nissan,Unknown,Navara,Unknown
5245,  Opel Karl '16  1.0 ecoFLEX Start/Stop Innovation,9199,01/2006,133548,999000,75,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/325281485-opel-karl?lang=en,Opel,Unknown,Unknown,Unknown
5246,  Toyota Corolla '06,6200,11/2008,314000,1400,75,Diesel,Manual,Commercial Passenger,,https://www.car.gr/classifieds/cars/view/331718905-toyota-corolla?lang=en,Toyota,Unknown,Corolla,Unknown
5247,  Ford Transit Connect '08,6200,05/2011,260000,1798,1,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331211450-ford-transit-connect?lang=en,Ford,Unknown,Transit,Unknown
5248,  Hyundai ix20 '11  1.4 CRDi blue Comfort,9669,07/2013,139506,1396,90,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/325980781-hyundai-ix20?lang=en,Hyundai,Unknown,Unknown,Unknown
5249,  Seat Ibiza '13 1.6 TDI FR 105HP ΑΡΙΣΤΟ!!!,8787,09/2002,108339,1598,105,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/323217306-seat-ibiza?lang=en,Seat,Unknown,Ibiza,Unknown
5250,  Volkswagen Polo '02  1.4 ΜΟΤΕΡ ΑΠΟ ΕΠΙΣΚΕΥΗ ΕΓΓΥΗΣΗ,2803,09/2009,319460,1390,75,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331210192-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5251,  Suzuki Swift '09,7200,02/2013,140000,1590,130,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330761238-suzuki-swift?lang=en,Suzuki,Unknown,Swift,Unknown
5252,  Mitsubishi Colt '13 Clear Tec,7400,03/2017,132113,1100,87,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/320062138-mitsubishi-colt?lang=en,Mitsubishi,Unknown,Colt,Unknown
5253,  Peugeot 208 '17  1.2 PureTech 68hp ΑΡΙΣΤΟ!,12491,03/2012,64327,1199,68,Petrol,Manual,Van/Mini Bus,,https://www.car.gr/classifieds/cars/view/325979485-peugeot-208?lang=en,Peugeot,Unknown,208,Unknown
5254,  Fiat Panda '12  1.3 EURO5 VAN 1 ΧΡΟΝΟ ΕΓΓΥΗΣΗ!!,6656,08/2013,102764,1248,75,Diesel,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/328793384-fiat-panda?lang=en,Fiat,Unknown,Panda,Unknown
5255,  Toyota Yaris '13 ΑΡΙΣΤΟ!!!  Διζωνικό κλίμα GPS ,10500,09/2013,172211,1400,90,Diesel,Manual,Van/Mini Bus,,https://www.car.gr/classifieds/cars/view/327318778-toyota-yaris?lang=en,Toyota,Unknown,Yaris,Unknown
5256,  Renault Kangoo '13  Schweier dCi 90 Euro 5B,9212,09/2011,173331,1461,90,Diesel,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/316137513-renault-kangoo?lang=en,Renault,Unknown,Kangoo,Unknown
5257,  Volkswagen Golf '11 ΑΡΙΣΤΟ!!!!!,8700,12/2015,160000,1390,100,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326888193-volkswagen-golf?lang=en,Volkswagen,Unknown,Golf,Unknown
5258,  Renault Clio '15,10500,09/2018,91781,1500,90,Diesel,Manual,Commercial Passenger,,https://www.car.gr/classifieds/cars/view/324707333-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5259,"  Opel Movano '18 κόφα 3,5 Τ ΕΥΡΟ 6  2300cc160hp",28000,04/2011,98311,2300,160,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/325818257-opel-movano?lang=en,Opel,Unknown,Unknown,Unknown
