,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model,zip_codes
5260,"  Fiat Punto Evo '11 1,3 MULTIJET ΤΕΛΕΙΟ ΜΙΚΡΟ!!!",8048,07/2010,199835,1248,75,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/328148948-fiat-punto-evo?lang=en,Fiat,Unknown,Punto,Unknown
5261,  Opel Corsa '10 111 LIMITED EDITION CORSA D 1.0 EURO5,7227,04/2019,95243,998000,65,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/324293098-opel-corsa?lang=en,Opel,Unknown,Corsa,Unknown
5262,  Nissan Qashqai '19  1.3 DIG-T Acenta,23333,05/2006,47479,1332,140,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/325397784-nissan-qashqai?lang=en,Nissan,Unknown,Qashqai,Unknown
5263,  Fiat Panda '06,6500,01/2008,64546,1242,95,Petrol,Automatic,Other,,https://www.car.gr/classifieds/cars/view/329301806-fiat-panda?lang=en,Fiat,Unknown,Panda,Unknown
5264,  Seat Leon '08,5000,05/2019,186000,1598,130,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331718903-seat-leon?lang=en,Seat,Unknown,Leon,Unknown
5265,  Ford Focus '19 EcoBoost 125hp 1.0 ΕΛΛΗΝΙΚΟ ΥΠΕΡΑΡΙΣΤΟ !!,15400,11/2016,162000,1000,125,Petrol,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/331018702-ford-focus?lang=en,Ford,Unknown,Focus,Unknown
5266,  Citroen C1 '16 1.0 VTi Mentos,8800,10/2014,102190,999000,70,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326766878-citroen-c1?lang=en,Citroen,Unknown,C1,Unknown
5267,  Fiat Panda '14,8800,05/2017,76406,1240,95,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330423755-fiat-panda?lang=en,Fiat,Unknown,Panda,Unknown
5268,  Nissan Micra '17 NISSAN MICRA 17' FULL EXTRA-TEKNA-CAMERA-NAVI,13890,02/2000,112300,1461,90,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330458203-nissan-micra?lang=en,Nissan,Unknown,Micra,Unknown
5269,  Nissan Micra '00  1.3 ΑΥΤΟΜΑΤΟ ΚΙΒΩΤΙΟ ΤΑΧ. ΠΟΛΥ ΟΙΚΟΝΟΜΙΚΟ!!!,3200,12/2015,125456,1275,80,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/323667158-nissan-micra?lang=en,Nissan,Unknown,Micra,Unknown
5270,  Suzuki Vitara '15  1.6 DDiS V-Cool ,17000,06/2017,136097,1600,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/325537406-suzuki-vitara?lang=en,Suzuki,Unknown,Vitara,Unknown
5271,  Renault Captur '17 110PS-XMOD-NAVI-CLIMA-R-LINK,15890,06/2017,121000,1500,110,Diesel,Manual,Commercial Passenger,,https://www.car.gr/classifieds/cars/view/331448755-renault-captur?lang=en,Renault,Unknown,Captur,Unknown
5272,  Renault Trafic '17 1.6 L1H1 T27 140CV 2 ΠΛΑΙΝΕΣ ΕΛΛΗΝΙΚΟ ΥΠΕΡΑΡΙΣΤΟ!!,16500,03/2016,137000,1600,140,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327391639-renault-trafic?lang=en,Renault,Unknown,Unknown,Unknown
5273,  Smart ForTwo '16 PASSION AYTOMATO 90 PS TURBO,14500,04/2017,74350,898000,90,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/327347335-smart-fortwo?lang=en,Smart,Unknown,ForTwo,Unknown
5274,  Nissan Qashqai '17 1.5 Turbodiesel Visia,17500,05/2014,89505,1500,110,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/324818208-nissan-qashqai?lang=en,Nissan,Unknown,Qashqai,Unknown
5275,  Skoda Citigo '14 AUTOMATO,8500,04/2016,111176,999000,70,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331649733-skoda-citigo?lang=en,Skoda,Unknown,Citigo,Unknown
5276,"  Fiat 500X '16 FIAT 500X 16' 1,6 CROSS PLUS-URBAN-120HP-NAVI",16490,03/2019,127000,1598,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330458204-fiat-500x?lang=en,Fiat,Unknown,500,Unknown
5277,  Peugeot 2008 '19 BlueHDi 100 S&S Active 1.5,17900,04/2019,93618,1500,100,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330423613-peugeot-2008?lang=en,Peugeot,Unknown,2008,Unknown
5278,  Peugeot 308 '19 BLUEHDI 100 S&S,17500,01/2020,81238,1499,100,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326590230-peugeot-308?lang=en,Peugeot,Unknown,308,Unknown
5279,  Renault Clio '20 CLIO BLUE DCI NAVI-BUSINESS EDITION,15790,04/2012,81000,1461,85,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330727345-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5280,  Fiat 500 '12 1.2 Start&Stopp by Gucci,9500,02/2020,125277,1242,75,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331649546-fiat-500?lang=en,Fiat,Unknown,500,Unknown
5281,  Volkswagen T-Cross '20 automatic STYLE,22450,06/2014,42487,999000,115,Petrol,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/329643396-volkswagen-t-cross?lang=en,Volkswagen,Unknown,T-Cross,Unknown
5282,  Mercedes-Benz E 350 '14 BlueTEC 4MATIC,40000,05/2018,83562,3000,250,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/319951193-mercedes-benz-e-350?lang=en,Mercedes-benz,Unknown,E 350,Unknown
5283,  Mini Countryman '18 1500 TWIN POWER TURBO 136HP ,22300,01/2013,79800,1500,136,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/32202038-mini-countryman?lang=en,Mini,Unknown,Countryman,Unknown
5284,  Nissan Micra '13 ★0%ΠΡΟΚ.36 ΑΤΟΚΕΣ ΠΙΣΤΩΤΙΚΗ!★,8500,01/2018,99800,1198,80,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331718933-nissan-micra?lang=en,Nissan,Unknown,Micra,Unknown
5285,  Fiat 500X '18 CROSS,19500,09/2011,63360,1598,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330588306-fiat-500x?lang=en,Fiat,Unknown,500,Unknown
5286,  Mini Countryman '11 DIESEL COUPER D,13500,01/2010,195650,1600,116,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/328673374-mini-countryman?lang=en,Mini,Unknown,Countryman,Unknown
5287,  Volkswagen Polo '10 6R,6300,02/2015,163735,1200,75,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330727169-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5288,  Peugeot Partner '15 5ΘΕΣΙΟ Ι.Χ.Ε.-DIESEL-ΕΛΛΗΝΙΚΟ!!!,9000,02/2009,160000,1600,90,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331714649-peugeot-partner?lang=en,Peugeot,Unknown,Unknown,Unknown
5289,  Bmw X6 '09 xDrive35i Sport-Automatic sunroof,28500,09/2022,129000,2979,306,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/323056191-bmw-x6?lang=en,Bmw,Unknown,X6,Unknown
5290,  Peugeot 308 '22 *1.2 130hp ACTIVE PLUS +NAVI*,28500,01/2012,2500,1200,130,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330868235-peugeot-308?lang=en,Peugeot,Unknown,308,Unknown
5291,  Honda Jazz '12 Exclusive ΕΛΛΗΝΙΚΟ,10950,10/2016,151925,1342,100,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330756821-honda-jazz?lang=en,Honda,Unknown,Unknown,Unknown
5292,  Peugeot 2008 '16 *GT LINE-GRIP CONTROLE-110HP*,16500,11/2005,85000,1200,110,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/331204653-peugeot-2008?lang=en,Peugeot,Unknown,2008,Unknown
5293,  Opel Vectra '05  2.0 Turbo GTS,4900,07/2004,150000,1998,175,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331719016-opel-vectra?lang=en,Opel,Unknown,GT,Unknown
5294,  Fiat Punto '04 SPORTING 1.4 16V 95PS ΕΛΛΗΝΙΚΟ,3700,03/2017,198000,1400,95,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330668656-fiat-punto?lang=en,Fiat,Unknown,Punto,Unknown
5295,"  Citroen C3 '17 1.6 DIESEL, 100PS, ΧΩΡΙΣ ΤΕΛΗ",9999,10/2013,106000,1600,100,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331321776-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5296,  Nissan Juke '13,12500,07/2009,122764,1461,110,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/331299517-nissan-juke?lang=en,Nissan,Unknown,JUKE,Unknown
5297,  Volkswagen Eos '09 1.6 FSI ,5900,04/2017,271993,1598,115,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331032255-volkswagen-eos?lang=en,Volkswagen,Unknown,Eos,Unknown
5298,  Volkswagen Polo '17  1.4 TDI Trendline,13500,01/2015,51930,1422,90,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/329934613-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5299,  Volkswagen Tiguan '15  2.0 TDI BMT Sport & Style,17900,11/2017,131766,1968,140,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/328780245-volkswagen-tiguan?lang=en,Volkswagen,Unknown,Tiguan,Unknown
5300,  Volkswagen Polo '17  1.0 TSI Comfortline,15000,02/2019,34655,999000,95,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331409241-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5301,  Citroen C3 '19  PureTech 110 Stop&Start Shine,16700,11/2014,67862,1199,110,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/329778072-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5302,  Volkswagen Polo '14  1.2 TSI BMT Highline DSG,13500,04/2010,102927,1197,90,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331203409-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5303,  Volkswagen Tiguan '10  2.0 TSI Sport & Style 4MOTION DSG (7-Gear),13500,12/2015,133792,1984,200,Petrol,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/328780072-volkswagen-tiguan?lang=en,Volkswagen,Unknown,Tiguan,Unknown
5304,"  Bmw 316 '15 316i, Sport, f30",23600,10/2016,62000,1598,136,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330667445-bmw-316?lang=en,Bmw,Unknown,316,Unknown
5305,  Volkswagen Tiguan '16 1.6 TDI ADVANCE,21900,09/2011,135994,1598,116,Diesel,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/326619763-volkswagen-tiguan?lang=en,Volkswagen,Unknown,Tiguan,Unknown
5306,  Audi A4 '11  Avant 2.0 TFSI quattro S tronic S-line,16900,07/2007,208556,1986,260,Petrol,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/330591184-audi-a4?lang=en,Audi,Unknown,A4,Unknown
5307,  Volkswagen Touareg '07 3.6 V6,10000,11/2012,191905,3597,280,Petrol,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/328392608-volkswagen-touareg?lang=en,Volkswagen,Unknown,Touareg,Unknown
5308,  Bmw 320 '12 D M PERFORMANCE STEPTRONIC,24000,01/2018,173978,1995,200,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331409015-bmw-320?lang=en,Bmw,Unknown,320,Unknown
5309,  Ford Kuga '18 St Line look-NAVI/TV/AUTOMATIC,23000,03/2016,95500,1498,140,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/328747571-ford-kuga?lang=en,Ford,Unknown,Kuga,Unknown
5310,  Renault Kadjar '16 131PS/NAVI/KAMERA/CLIMA,18480,01/2017,113600,1600,131,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/327565696-renault-kadjar?lang=en,Renault,Unknown,Kadjar,Unknown
5311,  Suzuki Vitara '17 ALLGRIP/4X4/NAVI/KAMERA,18490,09/2015,112000,1600,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/326763908-suzuki-vitara?lang=en,Suzuki,Unknown,Vitara,Unknown
5312,  Suzuki Vitara '15 4X4/ALLGRIP/NAVI/KAMERA/EURO6,18480,11/2016,125000,1600,120,Diesel,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/328234617-suzuki-vitara?lang=en,Suzuki,Unknown,Vitara,Unknown
5313,  Suzuki Vitara '16 4X2/PANORAMA/NAVI/CLIMA,17490,04/2015,113000,1600,120,Diesel,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/327558605-suzuki-vitara?lang=en,Ram,Unknown,Unknown,Unknown
5314,  Ford Ka '15 START-STOP+ΘΕΡΜ.ΚΑΘΙΣΜΑΤΑ,8250,07/2008,110000,1250,69,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/327348778-ford-ka?lang=en,Ford,Unknown,Ka,Unknown
5315,  Opel Astra '08  Sport 1.6 Turbo ,9300,04/2005,76000,1600,180,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331310501-opel-astra?lang=en,Opel,Unknown,Astra,Unknown
5316,  Jeep Cherokee '05 classic,5500,11/1997,115000,2400,150,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331136750-jeep-cherokee?lang=en,Jeep,Unknown,Cherokee,Unknown
5317,  Peugeot 106 '97,850,01/2005,368000,1124,69,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/331042137-peugeot-106?lang=en,Peugeot,Unknown,106,Unknown
5318,  Bmw 316 '05 VALVOTRONIC,5500,07/2005,207000,1796,122,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/330835004-bmw-316?lang=en,Bmw,Unknown,316,Unknown
5319,  Hyundai Sonata '05  2.0 GLS,2900,04/2014,110000,1998,145,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/331408937-hyundai-sonata?lang=en,Hyundai,Unknown,Sonata,Unknown
5320,  Ford Ka '14 START STOP-ΑΡΙΣΤΟ-78000 ΚΜ+ΔΩΡΟ ΜΕΤΑΒΙΒ+ΣΗΜΑ 23,7450,01/2012,78000,1250,69,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327349288-ford-ka?lang=en,Ford,Unknown,Ka,Unknown
5321,  Hyundai i 10 '12,6800,04/2012,156800,1086,69,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/328509960-hyundai-i-10?lang=en,Hyundai,Unknown,Unknown,Unknown
5322,  Mini Cooper S '12 COOPER S ΑΥΤΟΜΑΤΟ 4Χ4,14800,07/2015,215000,1600,225,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330952163-mini-cooper-s?lang=en,Mini,Unknown,Cooper,Unknown
5323,  Peugeot 208 '15  1.6 BlueHDi 120 STOP&START XY,10900,04/2016,87000,1560,100,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327836554-peugeot-208?lang=en,Peugeot,Unknown,208,Unknown
5324,  Renault Clio '16,10800,09/2008,123500,1500,90,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330361736-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5325,  Peugeot 207 '08,4800,10/2016,168700,1600,115,Petrol,Manual,Coupe-Sport,,https://www.car.gr/classifieds/cars/view/328424902-peugeot-207?lang=en,Peugeot,Unknown,207,Unknown
5326,  Peugeot 208 '16 1.000 cc pure like tech ΔΩΡΟ μεταβιβ+σημα 23,8690,07/2016,110000,1000,69,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/326747835-peugeot-208?lang=en,Peugeot,Unknown,208,Unknown
5327,  Hyundai i 20 '16,10900,07/2015,143000,1100,75,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327838116-hyundai-i-20?lang=en,Hyundai,Unknown,Unknown,Unknown
5328,  Hyundai i 20 '15,10800,07/2016,107000,1100,75,Diesel,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327836970-hyundai-i-20?lang=en,Hyundai,Unknown,Unknown,Unknown
5329,  Opel Corsa '16,9900,05/2011,107356,1250,95,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/325621208-opel-corsa?lang=en,Opel,Unknown,Corsa,Unknown
5330,  Opel Corsa '11 6100 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ - 1 ΧΡ.ΕΓΓΥΗΣΗ,7200,12/2013,115000,1400,90,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/327256999-opel-corsa?lang=en,Opel,Unknown,Corsa,Unknown
5331,  Opel Corsa '13 7000 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ- 1 ΧΡ.ΕΓΓΥΗΣΗ,8200,06/2014,125000,1300,95,Diesel,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/327784206-opel-corsa?lang=en,Opel,Unknown,Corsa,Unknown
5332,  Peugeot 508 '14 11400EURO ΓΙΑ  ΣΥΜΒΑΤΙΚΟ ΙΧ- 1 ΧΡ.ΕΓΓΥΗΣΗ,9500,02/2017,157000,1600,110,Diesel,Automatic,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/327074777-peugeot-508?lang=en,Peugeot,Unknown,508,Unknown
5333,  Peugeot 508 '17 13500 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ 1 ΧΡ.ΕΓΓΥΗΣΗ - ΑΨΟΓΟ,14800,05/2019,148000,1600,120,Diesel,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330909285-peugeot-508?lang=en,Peugeot,Unknown,508,Unknown
5334,  Skoda Fabia '19 ACTIVE-ΕΛΛΗΝΙΚΟ-BOOK SERVICE,11250,06/2002,74000,1000,75,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330574867-skoda-fabia?lang=en,Skoda,Unknown,Fabia,Unknown
5335,  Suzuki Wagon R+ '02 1.3cc ΠΡΟΣΦΟΡΑ!! ,2500,05/2012,191738,1300,85,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/331638369-suzuki-wagon-r?lang=en,Suzuki,Unknown,Wagon R,Unknown
5336,  Nissan Qashqai '12 13200 ΓΙΑ ΣΥΜΒΑΤΙΚΟ ΙΧ-1 ΧΡ.ΕΓΓΥΗΣΗ,11800,11/2017,158000,1500,110,Diesel,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/329644882-nissan-qashqai?lang=en,Nissan,Unknown,Qashqai,Unknown
5337,  Ford Focus '17 11300 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ 1 ΧΡ.ΕΓΓΥΗΣΗ,12900,10/2008,141000,1500,120,Diesel,Automatic,Other,,https://www.car.gr/classifieds/cars/view/320711073-ford-focus?lang=en,Ford,Unknown,Focus,Unknown
5338,  Bmw 116 '08 FACELIFT*1.6*ΗΛΙΟΡΟΦΗ,7900,02/1996,169000,1600,122,Petrol,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/331033098-bmw-116?lang=en,Bmw,Unknown,116,Unknown
5339,  Ford Escort '96 ΜΕ ΠΟΛΥ ΛΙΓΑ ΧΙΛΙΟΜΕΤΡΑ!,1900,12/2016,109000,1400,75,Petrol,Manual,Combi/Caravan,,https://www.car.gr/classifieds/cars/view/4143968-ford-escort?lang=en,Ford,Unknown,Escort,Unknown
5340,  Opel Astra '16 11900 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚ-ΠΟ/ΝΟ,13900,09/2016,141000,1600,135,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/325189220-opel-astra?lang=en,Opel,Unknown,Astra,Unknown
5341,  Hyundai i 20 '16 EURO6 DIESEL EYKAIPIA,9800,09/2017,103577,1120,75,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/331590038-hyundai-i-20?lang=en,Hyundai,Unknown,Unknown,Unknown
5342,  Citroen C3 '17 1200cc FULL EXTRA ΠΡΟΣΦΟΡA,11900,06/2019,84377,1200,85,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/328715290-citroen-c3?lang=en,Citroen,Unknown,C3,Unknown
5343,  Renault Clio '19 TCe Ελληνικο book service Start Stop Cruise,11500,03/2012,85000,900000,75,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330573027-renault-clio?lang=en,Renault,Unknown,Clio,Unknown
5344,  Ford Fiesta '12 6700 ΤΙΜΗ ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ,7900,11/2016,122000,1200,82,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/327863666-ford-fiesta?lang=en,Ford,Unknown,Fiesta,Unknown
5345,  Ford Focus '16 13600E ΓΙΑ ΑΝΑΠΗΡΙΚΟ-3ΤΕΚΝΟ-ΠΟΛΥΤΕΚΝΟ-1 ΧΡ ΕΓΓΥΗΣΗ,14600,02/2016,117000,1500,120,Diesel,Automatic,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/326576514-ford-focus?lang=en,Ford,Unknown,Focus,Unknown
5346,  Mercedes-Benz GLA 180 '16 1ΧΡΟΝΟ ΕΓΓΥΗΣΗ!NAVIGATION-ΔΕΡΜΑ-ΥΦΑΣΜΑ ΣΑΛΟΝΙ,25700,06/2016,108000,1500,109,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/317490333-mercedes-benz-gla-180?lang=en,Mercedes-benz,Unknown,GLA,Unknown
5347,  Peugeot Partner Tepee '16 5-θ Facelift EURO6 DIESEL 1.6cc,11800,10/2011,188000,1600,105,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/330384641-peugeot-partner-tepee?lang=en,Peugeot,Unknown,Unknown,Unknown
5348,  Opel Corsa '11 5900 ΓΙΑ ΑΝΑ/ΚΟ-3ΤΕΚΝΟ-ΠΟ/ΝΟ-1 ΧΡ.ΕΓΓΥΗΣΗ,6900,06/2005,158000,1200,85,Petrol,Manual,Limousine/Sedan,,https://www.car.gr/classifieds/cars/view/325282175-opel-corsa?lang=en,Opel,Unknown,Corsa,Unknown
5349,  Mercedes-Benz E 200 '05,6900,06/2015,502252,1800,163,Petrol,Automatic,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/331262565-mercedes-benz-e-200?lang=en,Mercedes-benz,Unknown,E 200,Unknown
5350,  Bmw 118 '15 ΠΡΟΣΦΟΡΑ!!!,14700,02/2014,80873,1500,136,Petrol,Manual,Compact/Hatchback,,https://www.car.gr/classifieds/cars/view/330571742-bmw-118?lang=en,Bmw,Unknown,118,Unknown
5351,  Citroen DS4 '14 11900 ΓΙΑ ΣΥΜΒΑΤΙΚΟ ΙΧ-1 ΧΡ. ΕΓΓΥΗΣΗ,10800,10/2007,138000,1600,115,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/324972674-citroen-ds4?lang=en,Citroen,Unknown,DS4,Unknown
5352,  Peugeot 207 '07 CABRIO ΠΡΟΣΦΟΡΑ !!!,6200,04/2006,146092,1598,150,Petrol,Manual,4x4/Jeep/Suv,,https://www.car.gr/classifieds/cars/view/329540882-peugeot-207?lang=en,Peugeot,Unknown,207,Unknown
5353,  Bmw X3 '06 ΠΡΟΣΦΟΡΑ !!!,9000,12/2010,177091,1995,150,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/330909694-bmw-x3?lang=en,Bmw,Unknown,X3,Unknown
5354,  Audi A3 '10 ΑΥΤΟΜΑΤΟ ΠΡΟΣΦΟΡΑ !!!,9250,07/2010,201400,1390,125,Petrol,Automatic,Other,,https://www.car.gr/classifieds/cars/view/329540344-audi-a3?lang=en,Audi,Unknown,A3,Unknown
5355,  Volkswagen Polo '10 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ !!!,8000,05/2014,166764,1598,75,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/328236200-volkswagen-polo?lang=en,Volkswagen,Unknown,Polo,Unknown
5356,  Skoda Octavia '14 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ !!!,12200,09/2012,100876,1598,105,Diesel,Manual,Convertible/Roadster,,https://www.car.gr/classifieds/cars/view/331302790-skoda-octavia?lang=en,Skoda,Unknown,Octavia,Unknown
5357,  Mercedes-Benz E 250 '12 CGi 1800cc ελληνικό 57000χλμ ΑΨΟΓΟ!!!,29800,05/2019,57000,1796,205,Petrol,Automatic,Other,,https://www.car.gr/classifieds/cars/view/331718081-mercedes-benz-e-250?lang=en,Mercedes-benz,Unknown,E 250,Unknown
5358,  Toyota Aygo '19 ΠΡΟΣΦΟΡΑ !!!,10400,12/2015,42415,998000,72,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/327638459-toyota-aygo?lang=en,Toyota,Unknown,Aygo,Unknown
5359,  Hyundai i 30 '15 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ !!!,11250,03/2017,114423,1396,90,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/328419497-hyundai-i-30?lang=en,Hyundai,Unknown,Unknown,Unknown
5360,  Volkswagen Golf '17 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ !!!,14700,01/2006,126683,1598,110,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/328395420-volkswagen-golf?lang=en,Volkswagen,Unknown,Golf,Unknown
5361,  Audi A3 '06 ΠΡΟΣΦΟΡΑ !!!,6000,12/2012,172124,1984,150,Petrol,Manual,Other,,https://www.car.gr/classifieds/cars/view/329748325-audi-a3?lang=en,Audi,Unknown,A3,Unknown
5362,  Chevrolet Aveo '12 ΠΕΤΡΕΛΑΙΟ ΠΡΟΣΦΟΡΑ !!!,7200,08/2011,118782,1248,95,Diesel,Manual,Other,,https://www.car.gr/classifieds/cars/view/327551045-chevrolet-aveo?lang=en,Chevrolet,Unknown,Aveo,Unknown
